,Unnamed: 0,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
41,,"Odnedavno povremeno posjecujem ovaj blog, prije svega radi dobijanja ""prethodnih""informacija o filmu prije nego sto na isti potrosim cca 2 Gb bandwith-a i Vasi zluradi i pakosni komentari su me ostavili bez tekst.  Apsolutno ne zeljeci da ""branim"" autora sajta od podlih komentara, molim Vas da nama ""stoci neobrazovanoj"" osvjetlite put do Vaseg autorskog projekta gdje na uvid i KRITIKU javnosti stavljate Vaše filmske kritike i recenzije pune dubine i raznih stilskih figura kojima je prebogat srpsko-hrvatski jezik, a u kojima je svaki uradak povezan sa odgovarajucim filmskim stilom i razvojem tog stila od brace Lumiere do danas.  Sama cinjenjice da ste u Vasem postu naveli da ste na kritiku autorovih kritika navedeni zbog njihove popularnosti i uticaja jasno govori o Vasem psiho(-patoloskom ?) profilu.  U danasnjem dobu gdje i pojedine macke (Felis silvestris forma catus) imaju ""svoje"" twitter/facebook/... profile koje prate stotine hiljada (!) ljudi Vi kritikujete rad i zalaganje pojedinca koji se u maniru Don Kihota, osvjetljujuci i druge puteve (filomve) na sebi svojsven nacin bori protiv zagadjenosti filmske umjetnosti i na veoma prijemciv nacin ""stoku neobrazovanu"" uvodi u svijet ""prave"" filmske umjetnosti... Shame on you!",None,None,None,None,None,None,None
42,,"Poenta ovog sajta je prvestveno da približi sadržaj što širem krugu čitalaca, Izuzetno je bitno da tekstovi ne sadrže spojlere jer tako narušavaju integritet filma i element iznenađenja, koji je prema mom mišljenju, izuzetno bitan. Razumem donekle šta hoćeš da kažeš, ali meni nije cilj da zakomplikujem tekst , niti da se bacam frazama koje će nekoga ko ne živi i ne diše film udaljiti. Filmove koji se bave nadrealiznom i sadrže u sebi razne simbolizme pokušavam da detaljnije elaboriram (kao što možeš npr. videti u tekstu ""Inside Llewyn Davis""), ali van toga ne želim da idem jer opet govorim, zamislio sam da tekstovi na ovom sajtu budu ""dostupni"" svima.  Jeste, ima negde banalnih opservacija, ali to je samo zato što tekstovi imaju kostur koji želim da se ispoštuje.  Možda smatraš da potcenjujem intelekt svojih čitalaca tim banalnim momentima, ali iz iskutva se pokazalo da je ljudima zgodnije da imaju takve elemente u jsklopu svake kritike.  Pre čitanja teksta na ovom sajtu nije potrebno da se uradi bilo kakav domaći jer smatram da je na meni kao autoru određena odgovornost da približim sadržaj što više mogu, a da ne uništim užitak gledanja.  Naravno, to sve ide iz ideja šta želim da postignem ovim sajtom i koga zapravo gađam tekstovima.",None,None,None,None,None,None,None
43,,"Vidim da si okej lik i ne želim nikakvu svađu, tako da ti se pre svega izvinjavam što sam zvučao arogantno ili neprijatno. Trebalo je da piše ""zašto ne treba OVAKO da pišeš o filmu"".   Da, u pravu si, komentar verovatno ne može ništa da promeni, i stoji da uvek mogu da preskočim sajt -samo što stalno nalećem na tvoje tekstove, što je dokaz njihove popularnosti, pa sam eto, osetio (pomalo egocentričnu) potrebu da uputim kritiku na njih, baš zato što su popularni, a nedovoljno kvalitetni, prema mome mišljenju. Dakle, poštujem zalaganje, ali nadam se da ćemo se složiti da postoji i obaveza da sadržaj bude kvalitetan da bi zaista ""koristio"". Tu dolazimo do toga da nisam rekao da nemaš pojma, nego da ne nudiš nikakav značajan uvid u svojim recenzijama, tj. da se ona zaista svode na ""kakav je film"". Okej, to ti je koncept i sam naziv sajta, ali znam da u okviru takvog koncepta ima prostora da se kaže mnogo više (ne mislim na broj karaktera) i ""mesnatije"" nego što ti nudiš. A mislim da bismo kroz dijalog mogli da dotaknemo i načine na koje to može da se poboljša - znam da ovo takođe zvuči prepotentno i da te verovatno zabole da te tamo neki lik s interneta ""poboljšava"", ali stojim iza toga da poznajem materiju i pisanje dovoljno da imam šta da kažem na tu temu. Pozdrav (pravo ime ne ostavljam ovde, poslaću ti ga na drugi način, da znaš sa kime pričaš)",None,None,None,None,None,None,None
44,,"Kao prvo, hvala na komentaru koji je daleko od konstruktivnog.  Jeste, određeni tekstovi imaju gramatičke greške i rečenice baš nisu najbolje sklopljene, ali to je rezultat moje brzopletosti, slabijeg vida i nedostatka vremena da sve to ispravim. Istina je da sam na ovom sajtu više vežbao da pišem nego bilo šta drugo, ali to razume onaj koji treba.  To što daješ sebi za pravo da utičeš na moderaciju ""dijaloga o filmu na srpskom jeziku/netu"" je toliko arogatno i besmisleno da neću ni komentarisati. Sadržaj na ovom sajtu poseduje određni koncept i same kritike su s namerom toliko duboke, odnosno plitke. Ono što je evidetno jeste da rade posao i da ""Kakav je film?"" ima sasvim dovoljnu bazu čitalaca koji se svakodnevno vraćaju i izvlače korist iz baš tako napisanog materijala.  To što ti smatraš da ja nemam pojma o čemu pišem je samo tvoje mišljenje. Moji radovi su dobili priznanja i pohvale tamo gde je to bitno. Tvoj stav, pogotovo iza pseudonima, mi je ravan nuli. Ne znam odakle ti uopšte ideja da bi ovakav komentar mogao nešto da promeni?  Internet je ogroman prostor i na njemu treba da bude mesta za sve koji su voljni da svoje ideje realizuju i posvete se kreiranju sadržaja za koji smatraju da će nekome koristiti.  Izuzetno je ružno što nečije zalaganje blatiš bez potrebe. Ako ti se ne dopada ono što se nalazi na ovoj adresi - ti je slobodno preskoči i pusti one koji su zadovoljni štivom da ga i dalje čitaju.",None,None,None,None,None,None,None
45,,"Ne znam da li si spreman i otvoren za jednu konstruktivnu kritiku tvoje kritike, onako uopšte? Evo ja ću ti je u svakom slučaju uputiti, bez loše namere, samo sa iskrenom sa željom da se poboljša dijalog o filmu na srpskom jeziku/netu, u kome si ti ipak nekakav činilac. Pa ti odgovori ili nemoj.   Vidi se da voliš film - i samo uživaj, gledaj i razmišljaj o filmu, to je super - ali evo ukratko da ti kažem zašto ne bi trebalo da pišeš o filmu: nudiš izuzetno banalne opservacije o pozadini, sadržaju i formi filma, a pri tom nemaš dovoljno poznavanje stila, pa ni gramatike/pravopisa da bi makar to upakovao u neko zanimljivo izražavanje. Time devalviraš svoju vrednost kao kritičara čije mišljenje vredi poštovati. Nažalost, možda određeni broj ljudi to ne ume da prepozna, pa te čitaju, ali ja ne mislim da je to niti da su ljudi uglavnom stoka neobrazovana. Pre će biti da samo traže da čuju od nekoga ""kakav je film"" - pa bi zato mogao da jednostavno napišeš ""valja"" i ""ne valja"", i da skratiš sebi muke pisanja nekoliko stotina reči, a čitaocima muke čitanja.   Mogu i da budem daleko konkretniji, ako želiš, samo sada nemam baš vremena. Pozdrav.",None,None,None,None,None,None,None
46,,"Pedja,ova serija je kvalitatnija 98% od svih holivudskih filmova u proteklih par godina (subjektivno misljenje) !!! Posle M.D.House i Sherlock-a (BBC) ,vredna svakog minuta gledanja (opet subjektivno) !!! Ostavlja utisak, ne serije ,vec filma koji je iscepkan na epizode.Ne znam da li je bolja gluma ili radnja.Ipak ,tvoja odluka,da ne gledas serije je samo tvoj izbor,sto ne znaci da je i dobar za tebe !",Positive,None,Positive,None,Positive,None,None
47,,"Od moderatora ( ili kako se vec zove covek koji "" cenzurise"" i pusta komentare) zahtevam izvinjenje jer dozvoljava vredjanja u uporabu uvredljivih i diskiminirajucih reci.  p.s.  Dario,  u svom zivotu nikoga nisam nazvao i za nikoga nisam napisao da je "" debil"".  Uopce, klonim se teskih reci jer neki pesnik rece "" ... ubi me prejaka rec ...""  Svakako hvala ti sto si moj komentar uopce procitao.  Na kraju krajeva, moguce je da si ti i u pravu, odnosno da sam ja debil, kako ti kazes, no i dalje sam misljenja da je neuporedivo bolje provedeno vreme gledajucu 20 filmova recimo Akija Kaurismakija nego gledati bilo koju tursko/spansko/ indijsku/americku seriju 20 dana.",None,None,None,None,None,None,None
48,,"Serije ne gledam uopce.  Filmove gledam intezivno, sto u bioskopu, sto zahvaljujuci torentima.  Postoje gomile i gomile filmova koji me cekaju te smatram da je gledanje serija gubljenje vremena.  Serije su serije, bile one turske, spanske, indijske ili americke.  Niko me nece ubediti da postoji bolja serija od serije gledanja filmskog opusa recimo Akija Kaurisnakija, recimo brace Darden, recimo Bergmana ili recimo Hanekea.  A takvih "" serija"" ima, hvala torentima, ihihi.  Filmovi su filmovi.  Kratko a opet jasno.  Tko iskreno voli film taj je gladan filmova tako da su im serije drugorazredna lektira.",None,None,None,None,None,None,None
49,,"Samim tim sto si ti preporucio seriju to mnogo govori o njenom kvalitetu.  Mene je serija bas odusevila, jos kad sam video najavu za nju mi se svidela, ali kad sam poceo da gledam prosto ne mogu da docekam narednu epizodu. Cak sam svaku epizodu do sad pogledao po dva puta!",None,None,None,None,Positive,None,None
50,,"Redovno posle odgledanog filma dođem ovde da čujem i Goranov utisak.  Žao mi je što je izostao.   Meni je ovaj film izazvao buru osećanja, more suza i razmišljanja.   Ostavljam ga u arhivi za unučiće i njihove unuke...ne umem da objasnim zašto.  Ili je samo sve zbog toga što sam poželela da se ovakvo putovanje kroz vreme ostvari jednog dana, našoj deci ...  Kako - god, ja mu dajem 10/10, zbog emotivne linije.   Ove godine sam gledala Gravity, The Wolf of Wall Street, Dallas Buyers Club, mislim da su remek dela, ali nisam poželela da ih sačuvam ....",None,None,None,None,Positive,None,None
51,,"Овај филм сам чекао са огромним нестрпљењем после одгледаног првог дела. Нарочито сам ишчекивао део Џејсона Ајзнера, и на крају могу рећи да су сва моја очекивања била испуњена.  Стварно занимљив и добар филм који не упада у хорор клишее и периоде празног хода (у хорорима обично испуњене нечим што би требало да буде мистерија и напетост а заправо је огромна количина сра*а).  Све у свему, имајући у виду учмалу и монотону хорор сцену, ово остварење стварно вреди погледати.",None,None,None,None,Positive,None,None
52,,"Originalni RoboCop jeste fenomenalan film, obilježio je nekolicine generacija djece i mladih, a kao što je u tekstu navedeno, pored izvrsnog (i lako mogućeg) prikaza budućnosti gdje korporacije igraju glavnu riječ, dok ljudska radna snaga postaje suvišna - traže se nove tehnologije kako bi zamijenili radnike, a da pri tom ne zahtijevaju mirovinu, zdravstveno, ne idu na bolovanja itd... Sve češće u filmovima vidimo ovu sliku, pa čak i u video igrama, koriste se droneovi, razni vojni roboti i dr. napredna tehnologija, koja odavno postoji ali nije bila za mainstream mase, sve do nedavno.   Da se vratim na ono što sam i htio kazati. Ovaj film obilježio nam je djetinjstvo, bezbroj puta smo ga pregledavali i premotavali VHS kazete, te imamo poseban odnos s njim. Stoga smatram da je ocjena previše subjektivna s tvoje strane kao recenzenta, jer koliko god da je bio dobar, devetku baš i ne zaslužuje.   Što se remakea tiče, za očekivati je bilo promjenu priče do neke razine, a osobno, s nestrpljenjem čekam otići na big screen pogledati ovaj film, žao mi je što u blizini nemam IMAX kino.",None,None,None,None,Positive,None,None
53,,"Nisam procitao famozni roman od Suzan Kolins,niti sam gledao I deo,tako da cu izneti samo misljenje o ovom filmu,ako nekog mozda slucajno zanima,mada cisto sumljam.  Mene nekako,”ne znam zbog cega”ovo cudo podseca na mesavinu filmova The Truman Show,V for Vendeta,Atlas Shrugged:Part I,Predators,The Running Man.Za razliku od prva dva koji su sjajni filmovi Hunger Games:Catching Fire nije,i ne moze sa njima u istu recenicu.Smatram da film,jednostavno receno nema dusu.Glumacka ekipa nije prenela ni tracak plamena vatre iz romana,koja je opekla mnoge citaoce Takodje film ni u jednom svom delu nije uzbudljiv.Fali energija,to apokalipticno sivilo je totalno umrtvilo radnju,likove,film. Jennifer Lawrence mi je solidna glumica,ali ako malo blize pogledate njene filmove,videcete da u svakom glumi isto.Uvek ostavlja utisak njeno milo lice i odbojni ,depresivni pogled .To je i ovde slucaj.Mene ni u jednom trenutku nije ubedila u svoje emocije,strahove,strepnje,ljubav.Sa druge strane recimo, Gemme Arterton bi bila idealna za ulogu Ketnis Everdin.Sve u svemu-bezveze.Gubljenje vremena,srecom imamo ga dosta i za ovakve gluposti.  Ocena 5 je ok.",None,None,None,None,Negative,None,None
54,,"Film je u potpunosti odusevio. ocekivala sam da bude dobar kao i prvi deo ali on je nadmasio sva moja ocekivanja. Reditelju filma skidam kapu majstorski je posao uradio. Fotografija ostavlja bez daha, likovi su detaljno uradjeni i u potpunosti su verodostojni onima iz romana. Genijalno. Sad jedva cekam 21 novembar i nastavak ove savrsene fransize.",None,Positive,None,None,Positive,None,Positive
55,,"Ahahahahahaha, najbolja adaptacija romana?! izvinite, ali koliko vi godina imate, 14???  Ne ulazim uopste u kvalitet filma (iako se u potpunosti, do poslednje reci slazem sa recenzijom), ali komentar da je ovo najbolja adaptacija romana boli! A sta cemo sa: Kumom, Bekstvom iz Šošenka, Gospodarom prstenova, Isijavanjem, To kill a mocking bird, Kad jaganjci utihnu, Mizeri, itd.???? Aman ljudi!",None,None,None,None,None,Negative,None
56,,"I ja se slazem sa prethodnim komentarima i jedva cekam da izadje na dvd. Film zasluzuje 10!  Igre gladi: Lov na vatru ce se u Americi na dvd i blu-ray naci 7 marta :) a kod nas verovatno 2 meseca kasnije ako ne i vise posto ga izdaje Millennium - - ko sto je bio slucaj prosle godine, u Americi se pojavio 18 avgusta a kod nas tek negde u novembru.",None,None,None,None,Positive,None,None
57,,Uopste se ne slazem sa gore napisanom kritikom. Film je savrsen i predstavlja najbolju ekranizaciju romana ikada snimljenu. Frencis Lorens je uradio zaista genijalan posao. Likovi su odlicno portretisani i dovoljno je posveceno paznje na one likove na koje to treba. Ovo je jedini film za koji cak smatram da je cak bolji od knjige. Ocena: cista 10.,None,None,None,None,Positive,None,None
58,,"Ja sam skoro odgledala oba dijela, i bila sam prijatno iznenađena, s obzirom da sam ovo poredila sa Sumrak sagom i mislila da je slična glupost u pitanju. Film podsjeća na neku HOG igricu, i stvarno fali ta glad iz naslova. Nisam fan ni Lorensove, ali 6 je sasvim pristojna ocjena.",None,None,None,None,Negative,None,None
59,,"Svratila samo da proverim, kao i uvek do sada, da li imam istu ocenu sa recenzijom na Kakav je film. Nisam ni čitala šta je Sandra pisala, volim da čitam Goranove recenzije.  Posle ostalih nominovanih za Oskara 2014 i ja se čudim što je ovaj film uopšte nominovan.  Možda zato što upada u trend histerije na filmu koje smo videli u mnogo jačim ovogodišnjim nominacijama. Malo mlaka kopija histerije. Meni je u ovom filmu bila ""interesantna"" završnica, koja je dečiji trik.  Samo da kažem da sam običan gledalac.  Ocena od mene isto 6.  ...a Djoletu iz komentara veliki minus.Ne znam zašto on uopšte svraća ovde :/",None,None,None,None,Negative,None,None
60,,"uopste se ne slazem, ovo je po meni odlican film!! glumca, muzika, prica, amosfera sedamdesetih....savrsen i zasluzuje najvise nominacija! bolji mi je od wolf a sa 12 ne mogu da uporedim, jer su dijementralno po svemu!  bejl je genijalan, drugaciji pa je ljudima tesko da ga ovakvog prihvate, ali bredli je jos bolji i dokazuje da je pored lea i fassbendera najbolji glumac današnjice! jennifer je fantasticnaa, amy me prijatno iznenadila...ovo je onaj film koji od 1 minute do poslednje je spakovan kako treba u istom ritmu, realan, uverljiv...9.5/10 ako se ja pitam!",Positive,None,Positive,Positive,Positive,None,None
61,,"Prateci komentare Sandrinih recenzija , nikako ne mogu da se otmem utisku pojedinih "" komentatora"" o leksickoj ispravnosti spisateljkinih izraza i recenica kao i svetskoj zaveri da su recenzije plagijat a da je odusevljenost filmofila izrezirana. Licno smatram da ove recenzije pise Insajder iz Holivudske filmske industrije, pod pseudonimom ili jos bolje konspirativnim imenom Sandra Vujosevic.   Pocetkom 2000-ih u dnevnoj novini Kurir pojavili su se fantasticni tekstovi pod pseudonimom Rubi za koje se sumnjalo da ih pise Aleksandar Tijanic. Da nije umro bio bih siguran da je on Holivudski insajder sakriven iza imena Sandra Vujosevic. Ovako ne znam. Ne bih da istrazujem. Jedino bih se prijavio za posao pozitivnih komentatora jer sam cuo da dobijaju po 20 eura za svaki bravo za Sandru.",None,None,None,None,None,None,None
62,,"Prateci Sandrine recenzije, nikako ne mogu da se otmem nekakvom ""deja-vu"" dozivljaju. Kao da citam (manje-vise) parafrazirane recenice nekih drugih autora, na koje sam vec naisao na netu. Utisak dodatno pogorsavaju poprilicno radikalni i iskljucivi stavovi, te povremeni pseudo-strucni izrazi, koji bi valjda trebalo da nas ostave bez daha... A ""slag na torti"" su ""filmofili"" koji brze-bolje, nakon tek postavljene recenzije izrazavaju bezrezervnu ushicenost autorkinim tekstom.",None,None,None,None,None,Negative,None
63,,"E zbog ovoga dolazim na ovaj sajt! Da (pro)citam ovakvu recenziju - realnu, argumentovanu i lepo spakovanu.Svaka cast gospodjici (ili gospodji, nisam upoznat sa bracnim stanjem) Vujosevic!   Kriitke za ovaj film su me podsetile na proslogodisnju famu oko albuma ""Yeezus"" Kanye West-a. Iako njegov ubedljivo najlosiji, iz nekog volsebnog razloga je od strane kritike predstavljen kao remek delo...",None,None,None,None,None,Positive,None
64,,Jedino mi je žao što mi je film ostavio utisak kao da je samo jedna epizoda neke serije. Prekratak mi je. Kao da nisam dobio dovoljno onog 'emocionalnog momenta' s glavnim likom.,None,None,None,None,Neutral,None,None
65,,"Its like you read my mind! You appear to know so much about this, like you wrote the book in it or something.  I think that you can do with a few pics to drive the message home   a bit, but other than that, this is wonderful blog.   A great read. I will certainly be back.",None,None,None,None,None,None,None
66,,"""Neobrojivo (ova rec ne postoji u srpskom jeziku) mnogo puta sam na ovog blogu ostavio brojne pokazatelje iz kojih se izuzetno lako može zaključiti da nisam poklonitelj stvaralaštva Vudija Alena (Woody Allen).""   Kada kriticar zapocinje tekst sa ovom recenicom mozemo ocekivati da sama kritika nece biti nista drugo nego uopsten osvrt na Vudijev rad, sa poprilicnom dozom povrsnosti i neznanja. (sto ne prilici ovom sajtu).   Dacu samo jedan, mozda najbolji primer u prilog tome - citiram: ""Ono što odmah treba istaći jeste da je “Blue Jasmine”, iako prepun mana, daleko nešto najkvalitetnije što je Alen u poslednjih deceniju-dve izbacio"".   Match Point, Deconstructing Harry, Bullets Over Broadway...samo neki od filmova koji se smatraju remek delima Vudija Alena, a snimljeni su u poslednjoj deceniji, dve.   Mozda bi ubuduce bilo bolje ovakve recenzije ostaviti onima koji su kompetentniji da pisu o radu autora...",None,None,None,None,None,Negative,None
67,,"Ne znam šta me je nateralo da odgledam film do kraja. Obožavam Vudija, ali ovo mi je jednostavno... prosečno. Mislim da je i ocena i više nego adekvatna, da nema neverovatne glume od strane Kejt, ne bih imao u suštini ni jednu pozitivnu stvar da kažem za film. OK zamisao, i šta već sve ne, ali potpuno, kao što i sam reče, loše sklepan film. I u većini trenutaka mi je delovao kao potpuno nepotreban.",None,None,Positive,None,Negative,None,None
68,,"Nisam ljubitelj Stilera, od svih filmova delimicno mi je bio simpatican samo u Zoolander-u.  U ovom filmu je podnosljiv mada i dalje mislim da tako neharizmaticnog glumca retko  mozete da vidite.  Film je sve u svemu zabavan i daleko da je dosadan. Prelepa fotografija i dobra muzika.  Netipican film za Holivud.   Vredi ga pogledati kada ne razmisljate ko je sve umesto Stilera mogao bolje da odglumi.  Za reditelja Stilera ipak pohvale.  7/10",None,None,Neutral,Positive,Positive,None,Positive
69,,"FILM ''AVGUST U OKRUGU OSEJDŽ'' JE MNOGO BOLJI NEGO ŠTO BI SE TO MOGLO ZAKLJUČITI NA OSNOVU RECENZIJE. SCENARIO JE VANSERIJSKI I U DUHU JE NAJBOLJIH AMERIČKIH SCENARIJA. GLUMA JE ODLIČNA I VRLO DOBRA JE RASPODELA ULOGA. FOTOGRAFIJA JE IZVANREDNA. MUZIKA JE DOBRA. FILM VREDI PONOVO POGLEDATI, NE MOŽDA ODMAH, ALI POSLE NEKOG VREMENA SVAKAKO DA.",None,None,Positive,Positive,Positive,None,Positive
70,,"Mislim da ste ovim sajtom preuzeli odredjenu odgovornost u kulturnoj edukaciji,tako da bi trebalo da recenzirate vise velike filmske klasike i kultna ostvarenja uopste.Inace, veoma mi je drago sto ovako nesto postoji, i vas rad mi se jako svidja.Nadam se da cete razmisliti o sugestiji.Puno pozdrava i samo napred :)",None,None,None,None,None,Positive,None
71,,"NASTAVAK   Sve ovo sam napisao kako bih laicima, koji su film doživeli kao neobičnu ljubavnu priču, malčice zagolicao maštu.   Film itekako ima dodirnih tačaka sa astronomijom. Navešću samo neke primere:   - Alan Watts se pojavljuje u filmu kao jedan od VI. To nije slučajnost, on je bio jedan od najčuvenijih filozova u istoriji čovečanstva. Znao je puno o univerzumu, više nego mnogi danas. Koga interesuje može pogledati njegove govore na   YouTube-u.   - Na kraju filma Samanta saopštava Teodoru kako sve VI odlaze na neko drugo mesto koje je nemoguće objasniti, upravo ovde povezujem sa onim što sam napisao iznad. Ljudima danas, je nemoguće objasniti nešto što je van domašaja ljudske   mašte. VI je sakupila svo znanje ovog sveta i saznala je za neke druge ""svetove"". Pod svetove se misli na potpuno druge dimenzije. Upravo zato, Samanta izgovara rečenicu ""It's hard to explain, but if you get there, come find   me. Nothing will be able to tear us apart then"".   - Još jedan dokaz da se radi o drugoj dimenziji jeste poslednja pesma na OST, pod nazivom ""Dimensions"".   - U istom tom delu u kome Samanta saopštava Teodoru da sve VI napuštaju ovaj svet, ona koristi metaforu knjige koju sada čita jako usporeno, da su razmaci između reči beskonačne i da ona jednostavno ne može više živeti u toj knjizi   pri saznanju da postoje drugi svetovi. "" It's a place that's not of the physical world. It's where everything else is that I didn't even know existed. I love you so much. But this is where I am now. And this who I am now. And I need you   to let me go. As much as I want to, I can't live your book any more.""   - Ukoliko vam je poznata Teorija Velikog Praska, znate da se celokupni univerzom svakog trenutka širi sve više i više i da se galaksije udaljavaju jedna od druge. Upravo kao reči u toj ""knjizi"" u kojoj mi živimo. Mi jednostavno, još   uvek ne poznajemo ni 1% onoga što nam je ""ispred nosa"" a kako bismo tek mogli dalje od toga?   Ima još dosta detalja koji se mogu izvući iz filma ali ovo je dovoljno da i laicima u ovoj oblasti zagolicam maštu i da sagledaju film i generalno život oko nas iz neke druge perspektive.   Za kraj bih pohvalio sve aspekte filma, počev od izbora glumaca, scenografije, zvučne podloge, muzike... Jedno remek delo od filma!",Positive,None,Positive,Positive,Positive,None,None
72,,"RECENZIJA IZ NEŠTO DRUGAČIJE PERSPEKTIVE   Film je zasluženo dobio oskara za Original Screenplay, to ne može niko da spori. Na prvi pogled vidimo jednu ljubavnu priču između napredne veštačke inteligencije (u daljem tekstu VI) i usamljenog stanovnika zemlje ne tako daleke budućnosti. Ali nije u pitanju samo to, iza te maske krije se još jedno lice.   Ono o čemu se već piše mesecima unazad, jeste upravo ta bliska budućnost koja je neverovatno realno i minimalistički prikazana. Da nije VI, par novih gedžeta i nešto drugačijeg stila oblačenja ne bismo ni znali da je u pitanju   budućnost. Da li ste videli neko prevozno sredstvo u filmu? To je jedan od najupečatljivijih detalja koji možemo primetiti u futurističkim filmovima, a ovde toga nema... Sama atmosfera filma je genijalna, vidimo koliko su ljudi otuđeni,   šetaju ulicom i pričaju sa svojim telefonima. Ako izađemo van, uživo možemo primetiti ""trejler"" naše budućnosti, koja je neminovna u tom obliku, samo je pitanje u kojoj meri?   Atmosferu odlično upotpunjuje Soundtrack filma. Arcade Fire su odradili fenomenalan posao, spoj klasike i ambijentalne muzike sa primesama futurističkog zvuka. Nedeljama nakon filma sam preslušavao OST iznova i iznova. Jedini OST koji sam slušao u toj meri je onaj iz ""The Fountain"", koji je komponovao genijalni Clint Mansell.   Kao što sam spomenuo, na prvi pogled vidimo ljubavnu priču i to kako se ljudi otuđuju jedni od drugih, ali to nije jedina poenta filma. Ono što ću pisati nadalje većini nije ni palo na pamet, i ne krivim ih zbog toga. U narednim redovima sagledaću film sa naučne strane, odnosno kako ja, kao veliki fan astrofizike i amaterski poznavalac kosmosa u globalu, posmatram na sve to.   VI je naša budućnost, danas su računari u stanju da odrade neverovatno složene procese u deliću sekunde. Kako vreme odmiče VI će biti sve složenija i složenija. Danas, sa uređajem od 200e možemo da komuniciramo u nekom jednostavnijem   obliku (Siri, GoogleNow). Da li ste tako nešto mogli da zamislite pre 10ak godina. Ne, jel da, ali smo opet takve stvari viđali na filmovima, koje smo u to vreme zvali naučnofantastičnim. A kako bismo ih danas nazvali?   Imajte u vidu i da se tehnologija sve brže i brže usavršava.Ono što mi danas radimo na našim uređajima, bilo bi jezivo u vreme pre 20ak godina, isto kao što je nama jezivo da razumemo život Teodora iz filma. A tek pokušajte da smislite način da objasnite vaš život danas ljudima od pre 100 i više godina.   Sa aspekta astrofizike (za koju se i Samanta interesuje u filmu i koju proučava) ne postoji samo ono što vidimo, čujemo ili na bilo koji drugi način spoznamo našim čulima. Primera radi, magnetno polje zemlje je svuda oko nas, ali ga ni na jedan način ne možemo detektovati. Ptice mogu, i koriste ga prilikom selidbi u tople krajeve. Tu su još infra crveni i ultra ljubičasti zraci koji nas svakodnevno obasjavaju ali opet ih ne vidimo, samo osećamo toplotu kada smo izloženi sunčevim zracima. Ljudskim očima je poznat samo mali spektar boja, mi jednostavno nismo u stanju da zamislimo ništa van toga. Nismo u stanju da vidimo zvuk, samo da ga čujemo.   Ovakvih primera ima iole mnogo. Razlog zašto ovo pričam jeste da gore navedena naučna saznanja nisu bila poznata ljudima stotinama i hiljadama godina unazad. Samim tim nisu imali dobru perspektivu da saznaju o svemu što ih   okružuje. Tako je i danas, mi jednostavno nismo svesni šta sve ne znamo, ali ipak znamo da je mnogo toga što ćemo tek da otkrijemo. Upravo to znanje o neznanju nam omogućuje da maštamo!",None,None,None,Positive,None,None,None
73,,"Sinoc sam film gledao i na mene je ostavio dobar utisak.  Odlicna gluma, odlicna kamera vrlo dobro sve ostalo sto cini esenciju svakog filma ( radnja, likovi, dramaturgija, atmosfera, ... ).  Film, dobar ( 8/10) no nikako remek delo i nikako film spektakularan.  Svakako nije mi zao sto sam film gledao, gledajuci ga vreme nisam protracio, iako je malo duzi od proseka, to ne kvari opsti dobar utisak.  Od mene preporuka svatkome,",Positive,None,Positive,None,Positive,None,Positive
74,,"Ne nisam film gledao na internetu gledao sam ga na displeju od ves masine,ako te bas zanima.Masina je legalna, kupljena u pausalnoj radnji uz fiskalni racun.  Naravno da sam izjavio glupost jer da nisam ne bi ste imali sta da mi odgovorite,ovako mozemo da se dopisujemo i povezujemo preko interneta razgovarajuci o kojekakvim glupostima.",None,None,None,None,None,None,None
75,,"Nisi ti ni primetio, a kamoli shvatio, ni trecinu filma, Da te obavestim da film govori i o neprepoznatoj ljubavi, ili naknadno prepoznatoj, govori takodje o nasim zeljama i nepoznavanju nasih istinskih, nasih stvarnih potreba, kao i o odvojenosti od stvarnosti (seti se da je OS napravljen za njega, da je njemu prilagodjen). Film pokazuje kako cesto, umesto da gradimo vezu i u njoj uzrastamo, kao sto je i bilo u pocetku braka, mi cesto odustajemo od prevazilazenja nasih nedostataka i krecemo u potragu za umisljenim idealom ljubavi. Nisi primetio ni obrazac nasih odnosa gde u svojoj egocentricnosti, ne primecujemo individualnost druge strane (Emi i njen suprug). Promakla ti je i jedna divna prica o pravom prijateljstvi Emi i glavnog junaka. I na kraju, savim ocekivano posle svih tvojih propusta: nisi primetio da nam je stigla i poruka da je mozda SVEST jedino vazna, da nije vazno da li je ona vezana za coveka ili masinu, vec sama po sebi je entitet koji odlazi u neku sferu koju tek treba da dostignemo.",None,None,None,None,None,None,None
76,,"""Veliki sam protivnik mobilnih telefona,interneta,fejsbuka koji kobejagi spajaju ljude..."" komentarise neko na INTERNET sajtu za film koji je verovatno ilegalno skinuo sa torenta i vrlo verovatno poseduje mobilni telefon i facebook nalog. Iako tvoje reci imaju nekog smisla i mogu da vidim na sta ciljas, sav kredibilitet si izgubio izjavivsi ovu glupost. I taj Mr Nobody (koji je isto genijalan film) koji uzimas za poredjenje si isto vrlo verovatno gledao na kompjuteru ilegalno ga skinuvsi sa interneta.",None,None,None,None,None,None,None
